episode,rewards_total
548,124.2223643179933
549,120.93451318086426
550,88.32019706578525
551,136.6156367432283
552,69.18026300135882
553,92.04740518282884
554,40.60577801945506
555,54.93352608235568
556,97.3748865237061
557,147.906739337237
558,82.57146164459928
559,141.29541541449976
560,65.00947709176529
561,109.95130894360481
562,126.9288492641486
563,138.26327181235365
564,85.129055317919
565,149.47563634121445
566,93.61732406242821
567,146.8806772785972
568,40.564165831392984
569,137.95559857053212
570,118.73824374102972
571,36.580224227441484
572,79.37735936293123
573,74.93113800403894
574,105.89972696554516
575,133.25754661507344
576,82.42040667150226
577,81.4215671994937
578,136.40836498013687
579,60.19390560854851
580,93.04680600050027
581,144.1174989629886
582,108.06982458002696
583,86.97997794162144
584,95.4913367837035
585,115.38239079025034
586,46.33904786986388
587,85.66036602949563
588,82.48640215539366
589,62.30440231123508
590,81.65438180734216
591,131.56430883617384
592,62.02376328179665
593,81.3291018770908
594,97.5883903978061
595,79.90334490137941
596,46.51311651635224
597,36.51409892455454
598,34.56005246641364
599,102.24186798422855
600,74.6324088494997
601,77.09043669234332
602,71.1133704956129
603,76.67198439818127
604,78.6355186120504
605,63.26600463141467
606,76.30598120298875
607,79.04490228354675
608,77.33362318447058
609,88.02406853893642
610,89.60596810729936
611,90.29428761595477
612,87.12708165803178
613,78.36623092999167
614,93.27591943096226
615,77.08992008235803
616,115.37758360439324
617,70.55181651992189
618,72.88474268139818
619,56.34662686356871
620,70.7102498566764
621,60.583854038855876
622,113.45337435342954
623,81.78229617594306
624,49.06265337115456
625,100.69011818216082
626,102.67261652427206
627,85.68956843503668
628,48.239695965384584
629,50.270682168380084
630,78.72230813213761
631,32.541917092470946
632,48.33524405219594
633,89.81451445673346
634,77.13422189685225
635,77.6056707093563
636,78.83443032610786
637,95.77817025747173
638,74.71249508417715
639,125.64911572363354
640,76.81090378877026
641,46.386659157336354
642,54.43248059456878
643,38.58360620491993
644,72.7263998365908
645,146.20784710021994
646,71.09253447006739
647,50.16088038758343
648,54.34635936565096
649,52.442923535224
650,50.19049247601638
651,83.30163077413934
652,52.402921073096046
653,50.22515924921916
654,77.87551511754408
655,58.44258335802563
656,72.98988418119455
657,54.17180687392779
658,69.87632002427875
659,114.84386156293233
660,86.68646022479628
661,157.2587754155808
662,28.53551027896495
663,24.50107931695691
664,26.567199084287505
665,86.65293355417383
666,80.79568112944771
667,82.63169990760692
668,130.9091638462096
669,82.5931160513438
670,81.25716642243846
671,75.89284442413351
672,72.4052888780966
673,48.45638930431631
674,135.59950553380042
675,79.9856507762994
676,78.5144902174366
677,82.6036513975815
678,48.407662026943626
679,26.57060534675717
680,24.499563928873698
681,26.540244767801326
682,48.61224386069462
683,24.47459192784172
684,26.553327918197635
685,34.55814258486117
686,38.528164981149374
687,24.485849838734342
688,137.58545358159387
689,44.627384625720644
690,24.50220278285723
691,28.594897610627676
692,152.08471565443807
693,122.58593114696377
694,99.5537619030838
695,86.42075048852439
696,81.13377662615947
697,75.57866544719317
698,90.31304096219066
699,83.91771512544047
700,80.09053539922613
701,72.64038994354785
702,89.32491419194332
703,70.73089423788032
704,88.29822207049128
705,95.08968059927125
706,40.47464254260112
707,114.73936045280296
708,82.76109223981419
709,80.40811625347935
710,40.640921507288155
711,156.827181674665
712,46.267404579184806
713,99.39415666947431
714,36.50938169036842
715,80.04197811786806
716,42.36762633832241
717,48.207767408547426
718,50.15319505217805
719,99.93860415180957
720,113.07529237531669
721,106.18031293918217
722,26.563286319489073
723,119.21992212485098
724,72.67800713266651
725,80.01726219633454
726,74.28170063665695
727,76.09029875534661
728,80.64864759402394
729,48.369926340823625
730,81.58121094590577
731,101.5353163478851
732,76.52005005137089
733,99.60194569930138
734,64.73260950717427
735,34.60157187438389
736,92.01460048238353
737,77.39928320851706
738,42.634492263105244
739,92.52215032920463
740,123.6662291689839
741,105.70592537276966
742,81.30567863633642
743,52.446896079582814
744,78.98377465950011
745,72.67454332143438
746,94.0190092290686
747,72.59659952098525
748,80.06966804973736
749,46.46669008793506
750,78.62334781461266
751,71.04412736601448
752,94.71680165508626
753,81.2975389964123
754,79.21561183376824
755,72.80727849720056
756,124.67243936692853
757,82.71664563614064
758,60.174132800119146
759,26.57212118765954
760,34.82423942405251
761,24.484786288978643
762,24.490415146363027
763,105.36858939356625
764,56.39163551921177
765,86.86481836903381
766,124.99166284783864
767,102.53880502148424
768,46.53219058950567
769,38.50604515296718
770,26.52273959454803
771,24.49824454565664
772,30.703127007876756
773,30.57034048967997
774,154.9467373298811
775,64.43579675221753
776,28.564190677214114
777,52.60672188753321
778,26.484682454589237
779,53.646401442400624
780,28.65526167410249
781,144.72333113357462
782,64.79191144004977
783,24.499343523084722
784,24.49583532626533
785,91.6825457804376
786,88.68252343898611
787,72.45525299906987
788,70.6683077797327
789,88.6112186146939
790,72.65643319970633
791,120.20618506363243
792,32.51335443739008
793,75.05459100125368
794,113.41721173145045
795,52.287798420347684
796,87.27142174505792
797,78.76984836195629
798,30.574055068192166
799,48.385180849034484
800,30.607355662577177
801,52.54300880044448
802,54.88828369483452
803,40.52881595390591
804,24.49164814064139
805,126.37406828286389
806,64.05559692596381
807,75.13603558961056
808,42.75422925825624
809,72.29618688718337
810,90.31997782343402
811,58.13289417897061
812,86.87916842003887
813,48.27711601739224
814,54.53618789508206
815,56.20027643812516
816,74.70784999427818
817,82.91582964729787
818,71.77083676032161
819,24.501969309147132
820,74.82566060300985
821,24.4953892071817
822,124.33624684929192
823,76.87455462658663
824,60.34909251220253
825,113.53754816369886
826,69.54252984032459
827,162.03384257122593
828,103.23060817632201
829,111.20394299847003
830,70.58286438421784
831,85.97005159564436
832,74.44326766286127
833,52.145096268600255
834,151.79361991033795
835,50.46424700331184
836,84.3647931012149
837,78.19246419829871
838,112.78665692315123
839,74.5364041352377
840,64.14086764611572
841,99.0554439747773
842,70.83617214438732
843,104.12794033085127
844,57.91586087876328
845,85.69828019804588
846,69.10435535827952
847,68.65857801283998
848,92.17542333055161
849,80.69549203930009
850,80.69752547240375
851,40.60034035296097
852,79.60339287707794
853,79.99043764688494
854,90.98645473390707
855,58.43588328192245
856,57.95002581630818
857,70.85076833995208
858,73.4743658900038
859,70.5762620925405
860,48.33313803392914
861,58.70503801882189
862,76.78997593799271
863,104.52415021942164
864,48.27942544399753
865,108.31285856713218
866,56.02120028995673
867,78.89266792532302
868,79.9554478646161
869,36.722496299548425
870,32.548340816657294
871,52.59030353527998
872,38.6485405551314
873,77.23553133909664
874,75.17975410332636
875,54.333097290797376
876,133.3341133785695
877,78.68936890162163
878,72.81160420596558
879,48.351305303812744
880,50.50153489878267
881,76.90986671096493
882,92.41084000127842
883,149.39950694043864
884,163.3232405452288
885,103.65619631316403
886,61.266113676147796
887,71.71446843275862
888,72.48651614844898
889,74.28584518771743
890,32.53337032325476
891,54.369379842571796
892,70.77580372215499
893,76.4599600120459
894,74.46251896243547
895,65.87112001780808
896,69.4496595728409
897,80.43026394299567
898,52.34880246317169
899,60.217073283795955
900,157.21196890913578
901,85.37593200946885
902,56.123241606565244
903,32.53961600925792
904,50.33379858987524
905,50.379277053456924
906,74.85020416063557
907,79.087117261782
908,102.2436487086069
909,151.77305992253
910,24.50120395932442
911,24.499787425024728
912,28.543995227730008
913,144.17406435811918
914,26.517663848925142
915,24.492478929919624
916,84.34551034934852
917,84.44008533656952
918,24.502729206421154
919,26.526003894530103
920,28.57403558643791
921,60.29369503346645
922,62.15177373894939
923,26.52127272650022
924,26.576205228044977
925,26.585139426215108
926,131.01488006651581
927,84.29310804308388
928,50.26151044027599
929,99.20695134752879
930,48.53774625672273
931,91.50393462651702
932,50.31438363292219
933,78.61038209795116
934,54.33509196121596
935,72.5556312280705
936,48.31176866139838
937,48.32538043726139
938,24.49498544761522
939,150.44645734410108
940,26.58517712006656
941,28.565907402387893
942,24.498292987832855
943,101.84623047507547
944,56.36373173310355
945,54.22008491360356
946,74.68326188188806
947,96.47108179461615
948,50.32026622815595
949,52.143250916167624
950,140.71236970065212
951,168.01012550022017
952,88.1294666360538
953,72.8304651949537
954,94.57848501113232
955,61.731762633363275
956,136.66075818319882
957,103.73925703325423
958,147.93761973145638
959,88.25849062698828
960,58.158026637130405
961,50.33614626867868
962,57.22712210323765
963,105.27994706683995
964,85.97294199450246
965,144.12348737281857
966,85.13328027158907
967,117.4689599466437
968,108.94451373458132
969,72.51941396146954
970,52.22625207394508
971,52.17142469768753
972,128.53271104353243
973,50.34992969926177
974,24.485031141492357
975,46.43026588263416
976,112.01667759863851
977,79.28353721310454
978,50.4087174267594
979,73.51342912879463
980,38.58464360089211
981,48.496533396882576
982,56.288416147081975
983,80.98892046425998
984,62.72808316959196
985,167.89964169192552
986,123.35297133871896
987,46.28632400665153
988,109.47812703278657
989,152.82102321418395
990,125.8504481811472
991,52.33590543659954
992,59.80889091160693
993,98.81091303736673
994,75.23217332107419
995,87.95689279527697
996,130.74760690736733
997,73.05628947432429
998,34.639172060953065
999,32.542368676753355
1000,54.147598928363905
