episode,rewards_total
1,55.06746921645999
2,55.083063933521586
3,55.07106652192593
4,57.03313292073762
5,53.065817647825114
6,63.18217037960829
7,59.01833290017297
8,46.97109797604412
9,67.31059455579356
10,42.90018017597032
11,67.2975500736057
12,42.89398793275149
13,55.041673998341885
14,44.9509946467627
15,42.88901372084742
16,48.99029268483236
17,63.267950887299975
18,40.80912239010931
19,44.90172057422016
20,61.20910955169062
21,44.91286242939662
22,50.96536403077141
23,59.050031021499855
24,85.59542636639651
25,97.79249006924047
26,46.88359292746639
27,48.99794218262705
28,49.09391234317006
29,87.49703728270686
30,55.18029533199431
31,38.74152110408889
32,47.00346145453202
33,50.88618238382276
34,49.03286308354656
35,69.64729728421933
36,101.49224197189764
37,38.74424217407996
38,90.43669775470121
39,38.71036225375994
40,40.758466910764874
41,38.76067279601406
42,40.80328953382045
43,46.9115042698417
44,69.02590277381174
45,73.20380499476529
46,40.89368426800207
47,42.8935976188875
48,48.920825078686626
49,69.1254342934258
50,48.961754928917806
51,51.04149642172826
52,40.894976533038765
53,42.921308389222624
54,53.26464418530506
55,77.42863096273008
56,57.05254800953427
57,55.07575170605032
58,48.99537269303578
59,51.075779943035684
60,51.02030633769469
61,51.06726664024562
62,77.48480257966386
63,55.114380820981665
64,51.025511889359386
65,48.97074469876084
66,46.96160024695555
67,40.86633147526993
68,40.890186242471614
69,40.90050300855916
70,40.8665000843799
71,45.001225110058385
72,44.9103182402649
73,44.9646651927984
74,40.887320826345
75,44.917883337860076
76,44.9242477070129
77,51.0314568350842
78,63.12732407093912
79,57.030383208340204
80,81.33555917655899
81,61.145545445648594
82,38.82057007104488
83,46.96834798030127
84,49.03559857246399
85,52.998007613000034
86,57.05523910232889
87,49.052934004750824
88,51.07217834830113
89,56.999049877366
90,57.089669442858415
91,50.992195081010806
92,53.031269492841716
93,55.0388626346806
94,55.054152160169046
95,57.08254648881984
96,54.99899047260993
97,59.008699773159
98,63.03402467660745
99,62.98308664945899
100,69.14679309572598
101,67.05934496159635
102,65.03262905703092
103,65.03508169793473
104,67.14497809948755
105,62.97842325661195
106,65.07232633613664
107,67.03822565116288
108,66.92703984504882
109,70.93897335560358
110,61.00072754551227
111,82.9803288229436
112,102.45785102283641
113,49.02615559973235
114,45.0152893646614
115,34.73951483634925
116,51.07077470176245
117,61.20101887605391
118,34.74394650967378
119,57.023172155109805
120,65.08033049489985
121,101.59791495972615
122,40.91143631051657
123,42.88492191776228
124,59.45601631703807
125,45.11010303740344
126,49.22909291330384
127,49.095632472897464
128,40.91776767902104
129,42.911979378357046
130,75.5050225657955
131,81.0589777023131
132,67.01223460774754
133,46.88135372135055
134,59.09810044356852
135,55.1920324401015
136,69.17767774118423
137,67.05916231294414
138,59.104300913277854
139,55.00840349111031
140,46.99397171720238
141,61.12595134141496
142,77.16398616912393
143,57.053784758041175
144,63.126978963055635
145,63.0736629894199
146,55.02511765663176
147,49.01249806552303
148,69.32015774007539
149,44.900895783431444
150,74.9449969766732
151,51.13261918455327
152,61.101257732048396
153,65.34607957513576
154,57.23212209030852
155,52.99738616161831
156,79.47520378903621
157,42.9421640998676
158,42.916971706805775
159,69.08524148463107
160,38.821044039317776
161,77.08969572968084
162,79.27370240657594
163,42.83684571652453
164,36.78999991393624
165,42.84894762098697
166,65.39948282552116
167,40.868672617084044
168,44.98399671320537
169,42.92095476260924
170,67.33201896629055
171,57.1008648964676
172,68.93540964563317
173,61.05074957192533
174,59.162711634547264
175,55.39220166669475
176,98.42171954263156
177,78.85119834648644
178,42.86798819085567
179,46.88611026915742
180,47.27365627134953
181,48.92425681940769
182,46.90935253120589
183,46.853332054245506
184,52.81549710685745
185,154.87675663161403
186,42.93974089080608
187,42.99596543826179
188,40.91175632082217
189,45.03681530639507
190,49.44509940561751
191,57.192896353492145
192,44.954636742261165
193,66.93034105775102
194,59.089648226104224
195,65.03372301704194
196,28.635398267462953
197,60.99945272218089
198,26.5317475838908
199,44.968802679542804
200,38.79231487956929
201,32.702028409436
202,52.98713713720389
203,137.54368372899705
204,124.04729776375997
205,40.82372951645572
206,117.32005102951148
207,40.70025029909906
208,58.834467033919154
209,90.62876240099402
210,30.59675339490123
211,48.850899738201456
212,129.1577922043463
213,72.33506801268973
214,77.27452378843523
215,84.21827089089786
216,79.99715917851131
217,46.9002639530079
218,129.51419087017138
219,86.50857385266151
220,117.8777238431993
221,105.74406643809722
222,36.605751254354175
223,79.55437196008853
224,58.882198395403336
225,60.981333371066704
226,47.02572793189682
227,69.19246276906115
228,68.9211084538253
229,78.72828292897573
230,42.79531285618398
231,40.76217745868056
232,57.10226425135039
233,120.76352570044563
234,42.748095512127534
235,56.82910507675643
236,44.758626864395175
237,124.55747998355189
238,96.22592318467777
239,68.66951870394558
240,46.95338438504199
241,85.14980909576438
242,62.806015342604624
243,59.09541906346917
244,87.81020705083323
245,58.43368919437697
246,86.56298641709586
247,62.93038037461181
248,130.02590494986072
249,40.800347924663456
250,38.80833558380455
251,58.79289769049907
252,74.56084376965428
253,68.95793393704662
254,64.99495373295252
255,42.86952045883366
256,42.713369045725685
257,34.67747919393599
258,75.18164097368982
259,78.89245165310075
260,130.96173284086697
261,120.19145352069464
262,42.6727405731472
263,46.890189772621326
264,42.93960423558444
265,40.85297074698674
266,40.84565797299316
267,44.92013333928473
268,49.039178312372044
269,48.95049072188637
270,48.991352178073996
271,48.954259072942044
272,44.90144858986981
273,49.01711652001002
274,108.3082234267775
275,34.71783798789085
276,36.82080630046178
277,46.925367833887144
278,38.81461226944039
279,50.92112831768023
280,52.84419950698522
281,42.91883737502487
282,68.91649452089293
283,42.94803802486215
284,59.152388673905875
285,38.63999896843036
286,48.63967704814258
287,97.69409014949606
288,46.68328287434685
289,32.61109043627256
290,44.61009069149521
291,56.396839319439536
292,60.327940567405115
293,119.03684801798266
294,75.53077101623579
295,70.17387829205803
296,56.524925945837005
297,56.56029987399483
298,66.07810522643042
299,100.23402857244713
300,130.51393016937985
301,89.81466826048609
302,95.01384759137969
303,54.816668863282764
304,152.19127140783345
305,118.5885490162383
306,68.2212001063153
307,121.66944944794783
308,149.61413616037953
309,86.21888735478277
310,80.84524229787132
311,77.86220944832839
312,88.57503949114388
313,129.51804630996233
314,122.5980977509636
315,130.01985028822074
316,158.155471801176
317,115.56930629575506
318,86.56937137130579
319,83.501506434801
320,78.412215554278
321,116.5654214659494
322,95.64543201273077
323,148.1089496734096
324,127.52184566539606
325,157.48231824342545
326,104.24815276928855
327,127.61670909666483
328,126.02813414197107
329,164.3336860619882
330,87.19365522399248
331,80.47099441494055
332,40.55154842501247
333,38.591060852095104
334,34.52846533710858
335,34.66406752439049
336,34.6345287510749
337,42.559780002444306
338,32.564971629689026
339,32.4950824031663
340,87.95328049654681
341,92.65871616271073
342,117.7523635073152
343,44.57206424812302
344,58.488519014540195
345,32.54047050236212
346,56.407441131290405
347,106.1150082363706
348,42.48944957715857
349,64.4629973770296
350,46.52653026751556
351,68.64030475919223
352,86.2469264127373
353,58.33204270582747
354,34.53398195452568
355,36.54282944772882
356,38.57838806476795
357,81.00383076052674
358,82.52731180706307
359,110.77057744973969
360,102.756334023302
361,150.3777758625377
362,71.35869224818303
363,56.66783612221314
364,145.47806891492255
365,125.47986907581756
366,48.51620132538498
367,63.5778542663517
368,96.13408182030528
369,93.82729341760248
370,91.47225067980277
371,151.74072430092878
372,83.84689238548962
373,135.01857265428407
374,69.38282067904291
375,98.74608544858764
376,87.62523829821532
377,142.08037789909181
378,151.64733931128114
379,86.94778895882347
380,153.7877371984047
381,135.37829820941923
382,135.41722538467585
383,152.11210579968235
384,81.07945110220253
385,150.46603140916528
386,96.12731672279246
387,128.76105707178775
388,96.3381005685603
389,88.54977475205754
390,84.14355840697634
391,109.48030863071239
392,138.0778425793697
393,94.1478332504006
394,139.45917327674604
395,139.97071341737484
396,96.90211284064108
397,122.63405519635161
398,143.99476459103363
399,140.15781379841783
400,113.09819560461685
401,91.67598129094547
402,86.91740371356595
403,109.0416699465203
404,140.85403266926244
405,91.08249356574554
406,86.5516935481925
407,141.75322121903548
408,92.18980578884666
409,88.71055392002285
410,82.62876233802115
411,128.01917017678926
412,84.33303246648794
413,90.64348351013585
414,88.68456735901816
415,115.28437162329637
416,82.05202308733344
417,88.47899825163783
418,115.27450608315554
419,98.07605907915826
420,90.62384926360014
421,132.8229270918372
422,90.02807600265014
423,139.48613340788174
424,140.8028769551856
425,117.90157492410188
426,132.46431891746596
427,83.57075624798118
428,135.60818959777657
429,132.49759531443667
430,149.15542327949515
431,140.7439506671885
432,140.94560279703245
433,87.67454725830066
434,137.3419201019702
435,90.80671677700334
436,129.75072199560003
437,85.70744682688674
438,87.24435558311967
439,105.04748995667767
440,126.02060293094014
441,92.3886624169368
442,88.82434577015229
443,134.59355920006746
444,126.55768714623596
445,140.86588078240547
446,140.81023651714418
447,89.13398476176951
448,135.3691763253575
449,126.18571518411801
450,123.27212416220685
451,137.10300739651558
452,91.48954385913261
453,149.4964324412544
454,80.76240193405309
455,130.24844517351562
456,83.48566906250794
457,78.22612598302217
458,129.90108856068917
459,106.8127624800582
460,84.103684456432
461,79.66911826045838
462,150.90078738084807
463,122.54806662862796
464,83.10774882428721
465,145.5304269645702
466,132.0102224471303
467,83.33325917079284
468,71.74981564288474
469,94.23555794378099
470,129.50950840323674
471,119.2034282111506
472,112.4345985692815
473,99.9480304867922
474,148.18927415591693
475,88.33078127760326
476,79.44414062160476
477,88.81176067408674
478,91.68508070668047
479,135.26213499322733
480,117.58427059491369
481,90.36938697061014
482,98.70389059775691
483,159.90083372802673
484,89.48260156373446
485,92.87055037590557
486,82.86234210429672
487,85.33230693953156
488,97.9888071399558
489,86.60541686300446
490,78.73559909328091
491,92.51279272576761
492,95.50059865421129
493,88.4562167183653
494,90.49835129604163
495,101.57719199602582
496,124.84080294765026
497,87.67951583265115
498,92.54149312434517
499,121.42225323136311
500,108.69177983451257
501,125.96076523682086
502,119.05022028594885
503,98.96653387923469
504,115.0759248868241
505,130.794208252988
506,142.3989390411109
507,143.07056539892014
508,96.68788244542516
509,91.32501343486618
510,91.3455578361395
511,92.24232829805814
512,89.41708581205542
513,82.25299224687164
514,129.9810982579991
515,34.602622015809395
516,42.894925710550176
517,98.57335423996341
518,136.14847365999208
519,84.89269858169881
520,130.3025792822968
521,136.81660085127365
522,90.85614028186332
523,128.726963175074
524,108.72507285996686
525,87.81199643837013
526,38.4846982220144
527,132.24762196937024
528,142.4562538768941
529,90.82536017155853
530,128.33690529128546
531,105.36570642038232
532,44.46020243822667
533,83.98263564627183
534,140.03292341269875
535,138.6093663149
536,140.15764392029405
537,87.4332939765247
538,128.84317683213257
539,129.73428348241023
540,41.01380072474604
541,34.5611560671175
542,71.05878612383755
543,91.58527732074735
544,48.42636917138757
545,38.550503126511
546,93.11776151024728
547,93.1423605728246
